source_id,family,natural_task,source_path,row_index,setting_id,setting_axes,setting_values,metric_id,metric_role,estimate_column,ratio_spectral_over_fro,ci95_low,ci95_high,boundary_status,interpretation,claim_boundary
digits_one_step,sklearn_digits_mlp,digits long-tail head/tail partition,results/e11_long_tail_one_step/pair_summary.csv,0,digits_one_step::pooled,pooled,pooled,tail_output_drift,primary_full_tail_logit_vector_drift,geomean_tail_output_drift_sq_ratio_spectral_over_fro,0.5500679069130286,0.510120195451349,0.5931439392395855,spectral_better,ratio_ci_strictly_below_one,strict_primary_tail_drift
digits_one_step,sklearn_digits_mlp,digits long-tail head/tail partition,results/e11_long_tail_one_step/pair_summary.csv,0,digits_one_step::pooled,pooled,pooled,centered_tail_output_drift,primary_variant_centered_tail_logit_vector_drift,geomean_centered_tail_output_drift_sq_ratio_spectral_over_fro,0.549268254331588,0.5093244788982032,0.5923446206023976,spectral_better,ratio_ci_strictly_below_one,component_metric_boundary
digits_one_step,sklearn_digits_mlp,digits long-tail head/tail partition,results/e11_long_tail_one_step/pair_summary.csv,0,digits_one_step::pooled,pooled,pooled,true_logit_delta,component_true_class_logit_drift,geomean_true_logit_delta_sq_ratio_spectral_over_fro,1.6795861940586403,1.160419961914504,2.431024866737196,spectral_worse,ratio_ci_strictly_above_one,component_metric_boundary
digits_one_step,sklearn_digits_mlp,digits long-tail head/tail partition,results/e11_long_tail_one_step/pair_summary.csv,0,digits_one_step::pooled,pooled,pooled,competitor_logit_delta,component_competitor_logit_drift,geomean_competitor_logit_delta_sq_ratio_spectral_over_fro,0.6358219918681893,0.5704965617338836,0.7086275929771673,spectral_better,ratio_ci_strictly_below_one,component_metric_boundary
digits_one_step,sklearn_digits_mlp,digits long-tail head/tail partition,results/e11_long_tail_one_step/pair_summary.csv,0,digits_one_step::pooled,pooled,pooled,margin_delta,component_margin_delta_drift,geomean_margin_delta_sq_ratio_spectral_over_fro,0.7019783453533187,0.6131417565990973,0.8036862471710324,spectral_better,ratio_ci_strictly_below_one,component_metric_boundary
digits_imbalance_ablation,sklearn_digits_mlp,digits long-tail imbalance sweep,results/e11_long_tail_imbalance_ablation/summary.csv,0,digits_imbalance_ablation::head_train_per_class=100;tail_train_per_class=80;imbalance_ratio=1.25,"head_train_per_class,tail_train_per_class,imbalance_ratio",head_train_per_class=100;tail_train_per_class=80;imbalance_ratio=1.25,tail_output_drift,primary_full_tail_logit_vector_drift,geomean_tail_output_drift_sq_ratio_spectral_over_fro,0.5646102530225076,0.5207078715030434,0.61221417087081,spectral_better,ratio_ci_strictly_below_one,strict_primary_tail_drift
digits_imbalance_ablation,sklearn_digits_mlp,digits long-tail imbalance sweep,results/e11_long_tail_imbalance_ablation/summary.csv,1,digits_imbalance_ablation::head_train_per_class=100;tail_train_per_class=40;imbalance_ratio=2.5,"head_train_per_class,tail_train_per_class,imbalance_ratio",head_train_per_class=100;tail_train_per_class=40;imbalance_ratio=2.5,tail_output_drift,primary_full_tail_logit_vector_drift,geomean_tail_output_drift_sq_ratio_spectral_over_fro,0.5500679069130286,0.510120195451349,0.5931439392395855,spectral_better,ratio_ci_strictly_below_one,strict_primary_tail_drift
digits_imbalance_ablation,sklearn_digits_mlp,digits long-tail imbalance sweep,results/e11_long_tail_imbalance_ablation/summary.csv,2,digits_imbalance_ablation::head_train_per_class=100;tail_train_per_class=20;imbalance_ratio=5,"head_train_per_class,tail_train_per_class,imbalance_ratio",head_train_per_class=100;tail_train_per_class=20;imbalance_ratio=5,tail_output_drift,primary_full_tail_logit_vector_drift,geomean_tail_output_drift_sq_ratio_spectral_over_fro,0.5796277000066243,0.5424876618626174,0.6193104364096151,spectral_better,ratio_ci_strictly_below_one,strict_primary_tail_drift
digits_imbalance_ablation,sklearn_digits_mlp,digits long-tail imbalance sweep,results/e11_long_tail_imbalance_ablation/summary.csv,3,digits_imbalance_ablation::head_train_per_class=100;tail_train_per_class=10;imbalance_ratio=10,"head_train_per_class,tail_train_per_class,imbalance_ratio",head_train_per_class=100;tail_train_per_class=10;imbalance_ratio=10,tail_output_drift,primary_full_tail_logit_vector_drift,geomean_tail_output_drift_sq_ratio_spectral_over_fro,0.5880967826217509,0.5437351527343957,0.6360777374623781,spectral_better,ratio_ci_strictly_below_one,strict_primary_tail_drift
digits_checkpoint_sweep,sklearn_digits_mlp,digits long-tail checkpoint sweep,results/e11_long_tail_checkpoint_sweep/summary.csv,0,digits_checkpoint_sweep::warmup_steps=20,warmup_steps,warmup_steps=20,tail_output_drift,primary_full_tail_logit_vector_drift,geomean_tail_output_drift_sq_ratio_spectral_over_fro,0.4921439644819023,0.4802008230209394,0.5043841454753242,spectral_better,ratio_ci_strictly_below_one,strict_primary_tail_drift
digits_checkpoint_sweep,sklearn_digits_mlp,digits long-tail checkpoint sweep,results/e11_long_tail_checkpoint_sweep/summary.csv,0,digits_checkpoint_sweep::warmup_steps=20,warmup_steps,warmup_steps=20,centered_tail_output_drift,primary_variant_centered_tail_logit_vector_drift,geomean_centered_tail_output_drift_sq_ratio_spectral_over_fro,0.4899448299634518,0.4781480774773458,0.5020326290432254,spectral_better,ratio_ci_strictly_below_one,component_metric_boundary
digits_checkpoint_sweep,sklearn_digits_mlp,digits long-tail checkpoint sweep,results/e11_long_tail_checkpoint_sweep/summary.csv,0,digits_checkpoint_sweep::warmup_steps=20,warmup_steps,warmup_steps=20,true_logit_delta,component_true_class_logit_drift,geomean_true_logit_delta_sq_ratio_spectral_over_fro,2.6902914440485395,2.187889043474221,3.3080599199070195,spectral_worse,ratio_ci_strictly_above_one,component_metric_boundary
digits_checkpoint_sweep,sklearn_digits_mlp,digits long-tail checkpoint sweep,results/e11_long_tail_checkpoint_sweep/summary.csv,0,digits_checkpoint_sweep::warmup_steps=20,warmup_steps,warmup_steps=20,competitor_logit_delta,component_competitor_logit_drift,geomean_competitor_logit_delta_sq_ratio_spectral_over_fro,0.6922778925397274,0.5600662687144523,0.8556999542202202,spectral_better,ratio_ci_strictly_below_one,component_metric_boundary
digits_checkpoint_sweep,sklearn_digits_mlp,digits long-tail checkpoint sweep,results/e11_long_tail_checkpoint_sweep/summary.csv,0,digits_checkpoint_sweep::warmup_steps=20,warmup_steps,warmup_steps=20,margin_delta,component_margin_delta_drift,geomean_margin_delta_sq_ratio_spectral_over_fro,1.0812494040113525,0.8476763094154034,1.3791824316538586,mixed_or_uncertain,ratio_ci_crosses_or_touches_one,component_metric_boundary
